ICD9,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
410,0,0.012106875,0.031530946,0.02936157,0,0.029895945,0,0.039561108,0,0,0,0.141325012,0,0,0,0,0,0.029365251,0.613126874,0.01985696
38,0.019149201,0,0,0.208467096,0.122584864,0.099544749,0,0.046276327,0.024575949,0,0.047870789,0.176024809,0.021477273,0.019766003,0.012829849,0.036739536,0.030973205,0.044458825,0.03250042,0.030962357
38,0,0.040999144,0,0.170492589,0.034689017,0.069717884,0.053438853,0.097715884,0.138708115,0.061088983,0.044783957,0.191619277,0,0,0,0,0,0.021547545,0.013534234,0.027731301
410,0,0.012842782,0.030984955,0.030365501,0.01429908,0.048272103,0,0.119167432,0.059200309,0,0.051102288,0.093525305,0.04700936,0,0,0,0.135542944,0.304876119,0.01105684,0.013465052
38,0,0,0,0.216338962,0.021054456,0.035083953,0,0.103413358,0.150673255,0.02278539,0.012114487,0.279474497,0,0,0,0,0.015724454,0.064731769,0.035461515,0
424,0.026516793,0,0,0.074604817,0.011496045,0.113650933,0.021615852,0.038637824,0.070514612,0,0.013200411,0.245172277,0,0.083824858,0,0,0.045621391,0.053531718,0.014236901,0.1495502
38,0,0.012173022,0.035374813,0.21794042,0,0.045862224,0.059842248,0.08528664,0.03991871,0.01317507,0.041719068,0.106274799,0,0.011002233,0,0,0.020183695,0.041081071,0.149889976,0.106053814
410,0,0,0.044026546,0.072601393,0.012280158,0.130504131,0,0.042013388,0.196180969,0.024056382,0.035966679,0.066572666,0.024373889,0.051400241,0,0,0.098098598,0.154834658,0,0.014184277
414,0,0.046433128,0,0.04382512,0,0.108534917,0.019662766,0.011712188,0.0950967,0,0.032973766,0.024290899,0.020818934,0,0,0.49937132,0,0.059167549,0,0
424,0.248359457,0.083741277,0.043298814,0.082319066,0.011062949,0.154140681,0,0.078722641,0.018242177,0,0.012782486,0.055167172,0,0,0,0.017670127,0.032607995,0.084188819,0.038246274,0.012777885
414,0,0.043644249,0.013084467,0.156139284,0.019731777,0.210557282,0,0.033327527,0.032393578,0.011283005,0.022989132,0.151924387,0.012209069,0.037249535,0,0,0.023441914,0.037567642,0.065161549,0.104245342
414,0.012878108,0,0.018694969,0.233577177,0,0.046111215,0,0.028577028,0.021627054,0,0.09681239,0.115553826,0,0,0,0,0.028286174,0.076387413,0.212562338,0.077626996
414,0,0,0.035323344,0.023246735,0,0.089522459,0,0.053332057,0.227683589,0.018904794,0.112156846,0.077924326,0.046509925,0,0.074837528,0,0.061416242,0.071309753,0.030957578,0.05215
410,0,0,0,0.141535297,0.075463131,0.061780646,0,0.049480766,0.138159394,0,0.062407158,0.250697881,0,0,0,0.010085704,0.014268938,0.105446272,0.043968461,0.014848639
424,0.06277898,0.06337595,0,0.082742333,0.013468059,0.227674916,0,0.021891117,0.019667711,0,0.031571545,0.074818291,0,0.054351162,0.038545895,0,0.029146798,0.086054333,0.077424072,0.084272012
410,0,0.011766928,0.080862314,0.123407446,0.027527802,0.111455493,0,0.095226035,0.060206398,0,0.017888591,0.083739541,0.031484108,0.050392259,0,0,0.102780223,0.066180892,0.01493493,0.094335213
424,0.17647545,0.010069697,0.026504491,0.122800998,0.01647423,0.103394613,0,0.082076594,0.077807099,0.020707283,0.032228798,0.07562343,0,0.046991326,0.017310623,0,0.038461242,0.084247671,0.01019369,0.04575298
414,0,0.022351574,0,0.071596973,0.013022958,0.145227522,0,0.097556293,0.146727964,0,0.02315308,0.132812545,0.030222779,0,0,0,0.022796515,0.236971483,0,0.023387603
410,0,0,0.021205785,0.077202678,0,0.036518034,0,0.058346942,0.01743841,0,0.02561011,0.199475944,0,0,0,0,0.042637464,0.106061332,0.356205434,0.014059184
38,0,0.010186189,0,0.089487471,0.15061149,0.072141878,0,0.07049191,0.102186531,0.026735455,0.050402682,0.286858231,0,0,0,0,0.01405155,0.019669624,0.034952126,0.031708125
38,0.054772794,0,0,0.146922931,0.261194021,0.07634256,0,0.076297626,0.049477234,0,0.011505531,0.079948254,0,0,0,0,0.084487706,0.043730684,0.014952661,0.060791574
414,0.024737669,0.041647241,0.054065719,0.084086195,0,0.101205915,0.056818981,0.05604047,0.06996242,0,0.032726634,0.183933422,0.015047313,0.015333934,0,0.010776832,0.085365653,0.057753593,0.061308425,0.03657354
410,0,0,0.111381419,0.031734489,0.012943626,0.130040854,0,0.087508313,0.049930807,0,0.033889458,0.080142923,0.116811946,0,0.01899628,0,0.099423401,0.145724967,0.010560916,0.031071093
410,0.013104212,0.049018435,0,0.125686049,0.014020535,0.046342935,0,0.082302429,0.024476247,0.017480368,0.083869427,0.257542789,0.026173351,0.03099132,0,0,0.028399467,0.047136605,0.123109348,0.017666809
38,0,0,0,0.163774848,0.277666539,0.035081591,0.025959635,0.085937113,0.06625209,0.037364721,0.023986755,0.202941582,0,0.014335198,0,0,0.011749281,0.015578089,0,0.010430848
38,0,0.013526721,0.011127811,0.184587657,0.137211904,0.041518033,0,0.034379385,0.060538005,0.127618834,0.02099961,0.124126658,0.034553066,0,0,0,0.101918451,0.024876362,0.014269541,0.040307399
38,0.01386966,0,0,0.142914772,0.018892469,0.043118048,0.017123869,0.084276989,0.193758935,0.121532686,0.02673604,0.203900665,0.015700653,0,0.024746621,0,0,0.052749939,0,0
410,0,0.021622689,0.01273266,0.033482362,0.044363495,0.038875572,0,0.0825781,0.036359247,0.081371613,0,0.197753295,0,0.018379169,0,0,0,0.038380973,0.32345587,0.046795201
38,0,0.019163106,0,0.17445825,0.202914551,0.02642484,0,0.136754617,0.080155842,0.016746696,0.010212253,0.103961162,0,0,0,0,0,0.014054882,0.17180559,0
410,0,0,0.13434419,0.040808909,0,0.035145037,0,0.046684876,0.021220723,0,0.018093722,0.077080496,0.019258251,0,0,0,0,0.013493526,0.526601315,0.021112449
424,0.038258988,0.016775792,0.013819535,0.051676575,0.024098946,0.160893649,0,0.050318114,0.080733113,0.011844823,0.049060713,0.245240688,0.013129826,0,0,0,0.071100429,0.108901292,0.017020635,0.01981838
38,0.014035176,0.017131649,0,0.08744581,0.173660174,0.024315983,0,0.062188551,0.033729304,0.017075529,0.010926011,0.177019879,0.027675031,0.01463359,0,0,0.148819387,0.04287957,0.019657163,0.116806962
424,0.143168077,0.064344652,0,0.151331469,0.040369611,0.139415324,0,0.129596055,0.062246677,0.018280171,0.03148726,0.066500276,0.01867968,0.04347378,0,0,0.010055335,0.016155506,0,0.042528417
410,0,0,0,0.059376895,0.015774665,0.028594775,0,0.10794761,0.01599361,0.013975731,0.042116676,0.074049428,0.065221429,0,0,0,0.016157873,0.039517071,0.48979184,0
410,0.02141797,0,0.052673966,0.120713189,0.011808266,0.057381224,0,0.06568183,0.081439912,0,0.081986263,0.067176498,0.035315182,0.022109315,0,0,0.115733735,0.125312835,0.011026532,0.104440473
414,0,0.033106409,0,0.054074105,0,0.059527263,0,0.016810235,0.066987701,0,0.042224385,0.134606719,0,0,0,0,0.076543018,0.09629681,0.366893023,0
424,0,0.077549435,0.013031596,0.047181327,0.020974729,0.270927012,0.010039967,0.033327356,0.031236351,0.011169475,0.051493835,0.138838485,0.011952721,0.037256572,0.061630629,0,0.051211476,0.086173818,0.016407298,0.018688409
414,0,0.010591856,0.30914402,0.029048013,0.013717853,0.113703929,0,0.043297548,0.09836857,0.027785024,0.016444294,0.067617364,0,0.02607638,0.016331935,0,0.057670314,0.122574039,0.012079741,0.013089923
410,0,0.011766791,0.010158869,0.093922175,0.024582492,0.03478926,0,0.132966682,0.024150725,0.033314802,0.093905814,0.18985191,0.031470429,0,0,0,0.074185394,0.093644731,0.061086699,0.064286694
424,0.06048112,0.078279324,0.01080458,0.0827014,0.019372458,0.07311219,0,0.04227021,0.178206235,0,0.023279084,0.059798814,0.01629615,0,0,0.216012657,0.013153742,0.021970782,0.057706308,0.032984708
414,0,0.024369789,0.072966695,0.079027161,0,0.198494971,0,0.038392421,0.046337966,0,0.03265503,0.093616791,0.180030763,0.077670716,0,0,0,0.059465319,0.053594865,0
38,0,0.013940999,0,0.065888993,0.140813053,0.041449875,0.150176927,0.103072517,0.18764317,0,0.021766512,0.155142188,0,0,0.013808916,0,0,0.03361525,0.013974103,0.026169842
424,0.28646192,0.010447399,0.062857911,0.108004123,0.014649184,0.053057782,0,0.055676207,0.080488846,0,0.027692646,0.104992248,0.011132482,0.014331111,0,0,0.053136747,0.044693794,0.010886101,0.041758202
38,0,0,0,0.236416936,0.133769974,0.056221701,0.045768846,0.057303794,0.060929716,0.014094421,0.018366156,0.145616531,0,0,0.019636659,0,0.055390824,0.044213478,0,0.086820394
414,0,0.386785299,0.043057855,0.071682572,0.012199084,0.141501352,0,0.020669851,0.093866453,0,0.014126785,0.070340484,0,0,0,0,0.012996512,0.076203361,0.010080413,0.011627603
414,0,0.045157686,0.040394954,0.084481314,0.01904244,0.158994794,0,0.057823919,0.127604946,0.010860104,0.035934165,0.069346197,0.04219814,0,0,0,0.025013035,0.109638251,0.015375502,0.125441149
38,0,0,0,0.106906608,0.087826557,0.041243561,0.052131567,0.04713209,0.123639427,0.017784057,0.016719555,0.085115872,0.022682521,0,0.027069068,0.277158648,0,0.047798321,0.014956387,0.012630571
414,0,0.012605749,0.295105249,0.035229839,0.040032376,0.09377937,0,0.028387029,0.026265318,0,0.042700727,0.057962421,0.08338543,0,0,0,0.162464634,0.050922733,0.013175918,0.02069054
38,0.025671834,0,0,0.085419789,0.204122633,0.030449845,0.04784916,0.060882952,0.170089781,0.085434854,0.025626762,0.134670079,0,0.016658491,0.022615602,0.016149748,0.010597521,0.021080153,0,0.021739252
38,0,0.016624533,0,0.1455376,0.178203195,0.017637545,0.101033181,0.150875986,0.051787667,0.029143533,0.065285839,0.134434342,0,0.014192909,0,0,0,0.011885039,0,0.05191623
38,0.013611441,0,0.02479464,0.155595183,0.091933712,0.031900771,0.039509099,0.078016773,0.125372604,0.029396173,0.071046866,0.208541229,0,0,0,0,0.025194377,0.011790857,0.036720626,0.041486435
38,0,0,0.041666117,0.04437713,0.03350842,0.045148537,0.013911822,0.06441249,0.283961862,0.010690141,0.060707744,0.213564992,0,0.109366223,0.023768341,0,0,0.018749967,0,0.016109627
414,0,0.019205472,0.016281189,0.087306641,0.024468644,0.474432498,0.011401793,0.041637953,0.038833924,0.013954725,0.028721612,0.090423658,0.014919863,0.010919559,0,0,0.026513265,0.037481874,0.020858446,0.0233486
414,0.04445608,0.020759515,0.018926006,0.053085703,0.024901321,0.150707394,0.012225217,0.082471438,0.071465254,0.013955556,0.0301088,0.177969605,0.022709329,0.010920209,0,0,0.097394764,0.114984609,0.019757152,0.023349991
414,0,0.093714148,0.283768415,0.03046607,0.031102538,0.132750541,0,0.025291426,0.024858089,0,0.045381397,0.051507164,0.027240271,0,0,0,0.049498335,0.083685607,0.079782352,0.013080733
424,0.110076696,0,0.026368249,0.034647256,0.012128799,0.105603762,0,0.020480538,0.063845329,0,0.031978119,0.099555016,0.025287602,0.022893686,0,0,0.129003227,0.165630043,0,0.115948163
38,0,0.033379443,0,0.117051318,0.091405317,0.07885085,0.020244863,0.056474853,0.101682335,0.013039518,0.033989523,0.093012132,0.044358384,0.01785974,0,0,0.010806129,0.021598972,0,0.244385689
38,0.048483055,0.019174879,0.012022393,0.180094793,0.159263954,0.067295365,0.091269478,0.054094803,0.112421557,0.029273937,0.044661008,0.07277257,0,0,0,0,0.02103404,0.023806211,0,0.051970646
38,0,0,0.058461703,0.106420524,0.105529062,0.045809295,0.028380111,0.076468028,0.21943754,0.016954632,0.023190064,0.065822624,0,0,0.014144246,0,0.136798099,0.015940906,0,0.059050508
38,0,0,0.016423551,0.063707523,0.028871534,0.03707289,0,0.08841119,0.042259742,0.113491841,0.037132107,0.328855753,0,0.062597483,0,0.025869537,0.013844435,0.063390203,0.031344783,0.023237225
424,0.101896375,0.071548417,0,0.14492166,0.016109634,0.199291527,0.025815735,0.023419078,0.088693954,0.026226686,0.034034073,0.096266821,0.02831091,0,0.040725872,0,0.017126368,0.036554702,0.010544774,0.021945236
414,0,0.119130395,0.050133068,0.051729802,0.023628509,0.276823282,0.011288887,0.069213659,0.055713721,0.013475588,0.027735451,0.088349797,0.014407588,0.010544634,0,0,0.025167191,0.046771049,0.074712485,0.022546923
414,0.079458773,0.015468816,0.116064757,0.039250512,0.018527381,0.208159521,0,0.032894097,0.029309619,0.010639143,0.021747682,0.091385521,0.011654493,0.035249285,0,0,0.022733003,0.066124208,0.01489072,0.170349672
410,0,0.053281937,0.044897791,0.042260114,0.016326234,0.038010523,0,0.06792336,0.048614971,0,0.091790348,0.169211403,0.05605815,0,0,0,0.245090336,0.058744177,0.015059554,0.01565541
424,0.051408712,0.125539616,0.010371921,0.042178895,0.015587732,0.060297832,0,0.079065762,0.051153429,0,0.02783381,0.187081635,0,0,0,0.02529297,0.039997943,0.219230801,0.012621134,0.016074577
410,0,0.042571306,0,0.027894625,0.011964007,0.065946266,0,0.119469196,0.021461381,0,0.035476621,0.124426506,0,0.022502851,0,0,0.349185377,0.076037288,0,0.054446831
414,0,0,0.121772297,0.020317871,0.051514868,0.050510786,0.011482742,0.108730912,0.039002605,0.012255806,0.14457114,0.154959604,0.023163527,0.056371316,0,0,0.028849393,0.036294803,0.121314727,0
410,0.053178236,0.011266215,0.186836571,0.055375487,0.018759755,0.099868409,0,0.069126807,0.041668247,0,0.017447975,0.070153922,0,0,0,0,0.220068291,0.057219706,0.011969904,0.050096273
414,0,0,0.051486965,0.086895987,0.025584571,0.066916458,0.038178023,0.165600732,0.02256926,0,0.091486961,0.062056817,0.120679356,0,0,0,0.128990635,0.077822208,0,0.031552266
38,0.015907887,0.01437163,0,0.151654154,0,0.019042332,0.088871501,0.092242144,0.080923118,0.039186649,0.026024112,0.346608192,0,0,0,0,0.021627173,0.024148336,0.025294574,0.026067298
38,0,0.035651859,0,0.259735197,0.106001474,0.034610711,0.070766464,0.074319392,0.034937665,0.03508316,0.019390205,0.228613436,0,0,0.010165533,0,0.019965803,0.028444402,0.012931022,0.015608798
414,0,0.057470914,0.013819953,0.057867683,0.020769706,0.241850957,0.03977843,0.065576933,0.032856893,0.011845182,0.024379751,0.107994556,0.01266442,0,0.065359145,0,0.05179356,0.10772679,0.017267307,0.050055988
414,0,0.01959205,0.273507267,0.066158198,0.025374293,0.090908833,0.011823804,0.080089852,0.042281877,0.014471226,0.029784676,0.106965594,0.017535489,0.011323721,0,0,0.070087314,0.07469146,0.021187263,0.024212794
414,0.043507818,0.073414274,0.084542967,0.13605094,0.023627615,0.105127789,0.011009894,0.040206786,0.050119884,0.013475077,0.027734403,0.118839711,0.014407042,0.010544235,0,0,0.058976859,0.136092439,0.020263333,0.022546068
410,0,0,0.054073755,0.124101438,0,0.029135693,0,0.028437397,0.011745546,0.033709448,0.011948212,0.114701919,0.029887162,0.022940377,0,0,0.070089705,0.051769245,0.387863517,0
38,0,0,0,0.268308997,0.120422013,0.030985661,0.063294999,0.113559835,0.073835969,0.033834651,0.022147162,0.110489346,0,0,0,0,0.021372549,0.040525913,0,0.080089621
414,0.0279766,0.010507537,0.028532358,0.054178312,0.014458315,0.251611054,0,0.080690272,0.047591783,0.035210695,0.03414144,0.22009784,0.066737622,0,0,0,0.01746005,0.064034656,0.016116261,0.012972119
414,0,0.01843291,0.015198779,0.048589218,0.022972744,0.243868008,0.010643777,0.040252972,0.045665916,0.046868842,0.060060028,0.269429535,0.013927957,0.040049642,0,0,0.024329372,0.039091989,0.020716608,0.021893881
414,0,0.018893387,0.088819295,0.096567981,0.024469433,0.295323342,0.011402162,0.041639298,0.039160803,0.013955175,0.029126849,0.109920487,0.014920346,0.010919912,0,0,0.037888277,0.104680158,0.019666433,0.023349354
414,0,0.016536789,0.045421008,0.131114975,0.021569017,0.219767973,0.041169696,0.061592504,0.065059334,0.012703337,0.025139937,0.212399676,0.013174609,0,0,0,0.037847504,0.031858008,0.01721341,0.020733058
414,0.042184088,0,0.292676032,0.026292492,0.011790179,0.038923625,0,0.052298643,0.045049559,0,0.013894884,0.041567896,0.080306552,0.039045691,0,0,0.114526577,0.132003829,0,0.034140565
410,0,0,0.117647864,0.097733669,0.012142234,0.058292497,0.02633854,0.169557437,0.038470205,0,0.061546337,0.118823044,0.07128536,0.018052304,0.014497505,0,0.026553411,0.028855884,0.113367073,0.01764288
424,0.131876439,0.018934073,0.01519933,0.053379264,0.02326386,0.077011466,0.010644162,0.043353003,0.063390121,0.013027455,0.026813107,0.293780237,0.013928462,0.010193971,0,0.034749262,0.024409324,0.084769197,0.023460209,0.032469843
414,0,0.049591858,0.033068951,0.085540168,0.015586286,0.18093434,0,0.049185853,0.078695238,0,0.072979189,0.203011736,0,0,0,0,0.042874306,0.052058835,0.075952083,0.015061289
38,0,0.012114702,0,0.286867827,0.129978374,0.053892698,0,0.073233381,0.021918694,0.028283903,0.036618128,0.235809192,0,0.020709777,0,0,0.01520779,0.024819363,0.014271201,0.012609173
38,0,0.022381909,0,0.124824964,0.266310513,0.027089512,0.012200539,0.096803017,0.101577632,0.020922981,0,0.165284902,0,0.011436806,0,0,0.0475602,0.04282118,0,0.035611875
38,0,0.030244872,0.024256697,0.177414849,0.113087907,0.063525096,0.043568294,0.086727276,0.067708552,0,0.013404492,0.262694865,0,0,0,0,0.013399425,0.037995629,0,0.029115936
410,0,0,0.016588643,0.089912087,0.096655242,0.061550688,0,0.064714648,0.108073853,0.124963753,0.110163607,0.177940667,0,0.014300385,0,0.032567799,0.023372915,0.012719932,0.040342685,0
38,0,0.013442062,0.010504977,0.222033083,0.114978455,0.014501716,0.051805262,0.062896073,0.055775609,0.024356028,0.036505044,0.215521187,0.029300058,0.022074522,0,0,0.027760621,0.022060951,0,0.056172095
414,0.069379285,0.015135236,0.255388409,0.065499261,0.0170062,0.155158639,0,0.026044559,0.044395678,0.03533756,0.032739375,0.083546281,0.07401488,0.049006894,0,0,0.017295009,0.021729097,0.011726912,0.013923004
414,0,0,0,0.025638394,0.014944482,0.345984489,0.038630664,0.021364104,0.096739821,0.068543531,0.033601929,0.18037726,0,0,0.019319864,0,0.012304835,0.051201738,0,0.046883002
410,0,0,0.026500585,0.121890448,0.015872661,0.010280763,0.052346025,0.075516157,0.036803331,0.013132927,0.029205054,0.251261055,0,0,0,0,0.034430299,0.055029672,0.256609321,0
414,0.014138937,0.050287768,0,0.035263885,0,0.031983595,0,0.073291376,0.046914395,0.01674154,0.043381784,0.187950209,0.025664814,0,0.023992758,0,0.014308635,0.05998297,0.332193255,0.020058177
414,0,0,0.013991905,0.073276751,0,0.145667255,0,0.041234128,0.016977521,0,0.024015155,0.106368817,0.163348019,0.018889548,0,0,0.037014101,0.281927317,0.016230682,0.029854918
414,0,0.090131283,0.010610756,0.035500929,0.018268032,0.282599926,0,0.027729085,0.056892246,0,0.066446528,0.175227299,0.032946814,0,0,0,0.016985115,0.122351155,0.012816567,0.015260319
424,0.04448894,0.029737374,0,0.045915212,0.012874857,0.32012251,0,0.058592748,0.197183013,0,0.01493456,0.068530068,0,0.042671163,0.039972764,0,0.013873645,0.037315272,0.011585447,0.030655116
414,0.026633702,0.093620643,0.030316094,0.033068296,0.014626259,0.225661159,0.072373912,0.027717117,0.0464071,0.046004638,0.030551713,0.253006965,0,0,0,0,0.029937534,0.024705974,0.011419369,0.013533144
424,0,0.016536485,0.05553836,0.110151887,0.021416934,0.252951562,0.010069026,0.036444902,0.054069974,0.012214303,0.088065989,0.07895156,0.013114353,0,0,0,0.029152308,0.031907897,0.017213095,0.145176157
38,0,0,0,0.147133097,0.169795737,0.046475984,0.052214444,0.035811078,0.05101132,0.092761062,0.030487237,0.049696237,0.034746811,0,0,0,0.01150042,0.04388522,0,0.194971204
38,0.012312687,0.027782248,0,0.042475872,0.162028909,0.021327632,0,0.202250436,0.129796118,0.026106119,0.06217204,0.14613162,0,0,0.011717504,0,0.023804581,0.029803703,0,0.078831516
410,0,0.011746668,0.012842806,0.039577197,0.0148088,0.070124418,0,0.070876919,0.094391309,0,0.018009007,0.056434143,0.05139342,0,0,0,0.300120294,0.099627562,0.0130409,0.11382404
38,0,0.016620489,0,0.112673111,0.427968264,0.017861424,0,0.12632364,0.058583461,0,0.013034442,0.090571649,0.015411285,0,0,0,0.011663948,0.020547776,0.047035217,0.019373177
410,0,0.022097358,0,0.05440741,0.011823079,0.025357362,0,0.168020263,0.021761918,0.030202674,0.063277647,0.318055451,0.046452302,0,0,0,0.058823265,0.026073553,0.10453248,0.025686949
414,0.025772678,0.092340961,0.062326662,0.162831485,0.017326837,0.255072176,0,0.024346981,0.069241524,0,0.020040555,0.123016506,0,0,0,0,0.017167374,0.07025335,0.011285934,0.014023718
410,0,0.060318526,0.061813612,0.086263478,0.020262955,0.172521129,0,0.044888418,0.029862283,0.01028927,0.04350473,0.073760681,0.127649769,0,0.030493872,0,0.119378589,0.031351421,0.015647521,0.045491502
414,0,0,0.435411215,0.024371469,0.011004417,0.094410248,0,0.025648165,0.049723759,0,0.053573493,0.071857601,0.058713775,0.036575232,0,0,0.021718401,0.053316139,0,0.02469337
424,0.163311705,0.069458731,0.011495741,0.042610377,0.017136093,0.178451404,0,0.056313481,0.027997274,0.058246326,0.019629726,0.159265995,0.010196949,0.031805266,0,0,0.017812043,0.092257008,0.01352879,0.015957551
38,0,0,0.024090407,0.093764752,0.071393162,0.038352594,0.160762355,0.037822593,0.032799266,0.039219614,0.062660478,0.255848706,0,0.055103086,0,0,0.017687378,0.037197269,0,0.05365311
424,0,0.018244863,0.015722837,0.052421451,0.023629507,0.154392391,0.011010776,0.076622516,0.040247083,0.013476157,0.062805526,0.090659849,0.067420073,0.04872207,0,0,0.216373786,0.04612219,0.01979628,0.023634126
38,0,0,0.061679393,0.1896348,0.179775059,0.032597508,0.021643076,0.242400229,0.046450268,0.01509665,0,0.087990113,0,0.022450948,0,0,0.020561932,0.014128253,0.011279738,0.029074684
38,0.011493362,0.013882509,0,0.073212728,0.103881165,0.031723145,0,0.125953406,0.03372715,0.089065135,0.096159235,0.313779622,0,0,0,0,0,0.049169034,0,0.02662009
38,0,0.033632632,0,0.070949599,0.37158069,0.02749313,0,0.074113779,0.044976931,0.105055243,0.031204825,0.101023525,0,0,0,0,0.029822797,0.017594259,0.02715341,0.028865827
410,0,0.105213486,0.136694863,0.037592329,0.016485903,0.060456842,0.053881504,0.029201692,0.048434045,0.032317825,0.018719275,0.148349687,0.062214091,0,0,0,0.135029122,0.027844967,0.013577932,0.054297157
410,0.012882594,0,0.027665755,0.044403479,0.023349507,0.048765898,0.06617263,0.104940362,0.071741588,0.017706117,0.025955044,0.211125314,0.034936946,0.019922294,0.011833689,0,0.063871212,0.089352712,0.076572172,0.042214375
414,0,0.010184362,0.05903782,0.048310086,0.013378585,0.077060521,0,0.027432045,0.083814673,0.027354179,0.034686271,0.072978064,0.166368589,0.027483104,0,0.079063989,0.158989877,0.027736865,0.024271514,0.047522333
414,0.096175991,0.04202348,0.043552004,0.121208377,0.018041486,0.103541382,0,0.033399843,0.031709313,0.01028925,0.068127587,0.191808566,0.037952855,0,0,0,0.034003831,0.026896959,0.065312482,0.052104387
38,0,0,0,0.209526673,0.10046269,0.031413388,0.012348116,0.086645767,0.055937879,0.022481678,0.011653633,0.100712366,0,0.027040662,0,0,0.010238318,0.043208558,0.027590157,0.226407379
414,0,0.038331151,0.010548543,0.056751858,0.016899457,0.041190196,0,0.050989501,0.024556546,0,0.040517148,0.249641821,0.054208316,0,0,0.024764225,0.017060241,0.283614427,0.01227051,0.046609424
410,0.032225203,0.013714669,0.08899527,0.062626079,0.031329595,0.065365143,0,0.046714183,0.010804851,0.02200965,0.03358667,0.059567939,0.094572447,0,0,0.027808189,0.203677952,0.101890646,0,0.091757543
414,0,0,0.011115595,0.096197769,0.054900367,0.025673255,0,0.202333599,0.026926091,0,0.10173741,0.12276262,0.186625928,0,0,0,0.083201274,0.044346392,0,0.010194158
38,0,0.041142885,0.010571907,0.060375229,0.088911884,0.038356401,0,0.392641723,0.046240654,0,0.047458176,0.091320693,0,0,0,0,0.0640499,0.023196403,0.012811731,0.037561335
414,0,0.025212953,0.049173247,0.076012246,0.015605161,0.113789082,0,0.04028891,0.028149398,0,0.065584145,0.069154426,0.024875926,0,0,0,0.030479001,0.090016536,0.341681957,0
414,0,0.043087531,0.012178249,0.039004508,0.018040556,0.180872127,0,0.032673415,0.028869171,0.010383699,0.081723191,0.063895486,0.066927299,0,0,0,0.232854977,0.126596883,0.014616425,0.017470589
410,0,0,0.121804833,0.021385243,0.027253121,0.042787813,0,0.084361896,0.020509483,0,0.035002928,0.049258925,0.115227491,0.030105243,0,0,0.327272534,0.033391014,0,0.060746096
410,0.027372234,0,0,0.069389462,0.065927707,0.075424522,0.049991667,0.142118245,0.069650874,0,0.034973957,0.241883978,0,0,0,0,0.051686957,0.073931068,0.045197964,0.011096548
414,0.022626828,0,0.152388632,0.036277715,0,0.085077755,0.070553876,0.02618595,0.054567084,0.026285725,0.048192248,0.176745191,0.023003152,0,0,0.01101058,0.049641393,0.127689168,0.021402691,0.05126261
414,0.083142795,0.113642514,0.01470942,0.068771839,0.022106465,0.240924403,0.010301075,0.037618265,0.035341058,0.013483935,0.058123741,0.077717118,0.045674056,0.010031672,0,0,0.025548453,0.032883093,0.079985097,0.021094549
38,0,0,0,0.192605153,0.092934623,0.065392353,0.083798818,0.030912662,0.176081046,0.020699082,0.018893307,0.191257179,0,0,0,0,0.028321108,0.054322779,0,0.016317902
38,0,0.073552631,0,0.097467408,0.086906567,0.082108907,0,0.020336343,0.213985831,0.045191128,0.073775731,0.13817443,0.01892183,0,0,0,0.023828149,0.05248769,0,0.043100633
410,0.052886784,0,0.02692079,0.064425886,0.039011329,0.151613176,0.029748149,0.02275623,0.030489769,0.078353725,0.04600355,0.17828238,0.074766323,0.050830878,0,0,0.015020197,0.036057979,0.058973979,0.029466987
38,0,0.012490729,0,0.079502471,0.261944473,0.044826198,0,0.235088959,0.031475715,0,0.03528646,0.096835017,0.011785521,0,0,0.015391424,0.050002232,0.026764972,0.011355559,0.072544105
410,0.026854727,0,0.018902445,0.057034411,0,0.050371788,0,0.045534,0.015077479,0,0.074488916,0.270745665,0.017538233,0,0.025707934,0,0.044675015,0.27534014,0.020144969,0.028891297
38,0,0.024642713,0.012224268,0.318765998,0.067733102,0.021859676,0.030414641,0.082522608,0.061801039,0,0.060716834,0.119224094,0,0.022679152,0.014769077,0,0,0.018521992,0,0.111998923
38,0.016406788,0,0,0.054866575,0.088072844,0.049091835,0,0.281939685,0.063009419,0.046868231,0.012312099,0.276377797,0,0,0,0,0.010068801,0.027846798,0.033502389,0
38,0,0,0.031009831,0.114751056,0.040523015,0.038575199,0.016667897,0.029055208,0.112579323,0,0.031123785,0.452121675,0,0,0,0,0,0.040287308,0.039886564,0.01968096
414,0,0.07120537,0,0.016951835,0,0.088709034,0,0.012832193,0.076178186,0,0.022510329,0.06146244,0,0,0.076426484,0.343535304,0,0.076391436,0.105752543,0
410,0,0,0.020566892,0.071954623,0,0.048690263,0.063101158,0.064856887,0.016120376,0,0.014619509,0.215837792,0,0.018385798,0,0,0.074377827,0.037909791,0.279459387,0.037359554
38,0.030170437,0.113650389,0,0.056990132,0.132584929,0.045536872,0.017943142,0.053002696,0.045915995,0.066173725,0.011474659,0.268720627,0,0,0.015456563,0,0.010236679,0.014429053,0,0.09287598
424,0.010677492,0.157671109,0,0.171807468,0.012201673,0.173041224,0.01949231,0.064489536,0.068875112,0,0.016273035,0.092355885,0,0,0,0,0.020639928,0.095226504,0.034826029,0.030742597
414,0,0.013115793,0.018841308,0.041297067,0.016725926,0.235470355,0,0.031963296,0.02757358,0,0.019631978,0.092734277,0.101186641,0,0,0,0.053388122,0.189731181,0.041669536,0.078438513
